,doc_id,hotel_name,city,country,zip,num_reviews,overall_ratingsource,neg,neu,pos,compound,cleaniness,room,service,location,value,food,cleaniness_var,room_var,service_var,location_var,value_var,food_var
23,china_beijing_intercontinental_beijing_beichen,intercontinental beijing beichen,0,2,100105,17,4.4941176469999995,0.03396947883674057,0.7755692484883387,0.19036078318456667,0.9227345234667433,0.017139739645687786,0.018473335657023353,0.014821101125979359,0.0,-0.005485929046630397,0.006122418052040553,0.0015716204396397078,0.0034363691985303674,0.001432319471568232,0.0,0.0005417175150839358,0.0006747120504711368
24,china_beijing_beijing_sihe_courtyard_hotel,beijing sihe courtyard hotel,0,2,100010,74,4.31641791,0.03190328418230565,0.7991215147453085,0.1689140750670242,0.9641738337801611,0.005682940595456469,-0.002486947932834768,0.000994779173133907,-0.00036775081134471566,0.0005282559616198674,0.0006208550867786087,0.0001661753324287874,0.00029219729944721985,1.3600007697274669e-05,1.014304944335224e-05,3.7842219212837594e-05,9.40678118549538e-06
25,china_beijing_kapok_hotel,kapok hotel,0,2,100006,112,4.312380952,0.050966352003356384,0.7970638556744285,0.15199081183134042,0.7082464610866375,0.005240708231665802,-0.0008505110058553137,0.0001913741769990321,0.0010334205557947732,-9.495103397259658e-05,0.00048101163334179794,7.500676838279399e-05,9.668919377489424e-05,2.2846883948625645e-06,1.4847464728557581e-05,2.368980926189421e-05,1.1069697423125409e-05
26,china_beijing_bamboo_garden_hotel,bamboo garden hotel,0,2,100009,53,4.358974358999999,0.03205973702108365,0.7901345499886645,0.1777516436182272,0.93805228973022,0.009241359411388882,-0.0025968137507470994,0.001570454030213722,0.0008264462809917355,0.0005111188969724449,0.00362523443457472,0.00028227761335621884,0.0004990228378829465,4.457512628764856e-05,3.338081775036747e-05,4.210975188224691e-05,0.00011258648174558216
27,china_beijing_hotel_new_otani_chang_fu_gong,hotel new otani chang fu gong,0,2,100022,34,4.103448276,0.025581551860649247,0.7939928741092638,0.18038558986539982,0.8007676959619952,0.010886777513855899,-0.0009567168118237006,0.0012976159056919151,0.003200052784375825,0.0,0.0,0.0006167449969250906,0.0015662253323768343,5.8933246354662744e-05,0.0001921110884036599,0.0,0.0
28,china_beijing_pullman_beijing_west_wanda,pullman beijing west wanda,0,2,100040,9,4.666666667,0.03103749147920927,0.8008166325835038,0.1686046353101568,0.9432955691888206,0.048336121955753854,0.04784036685877177,0.011464336617710852,0.0,0.014748714135217202,0.0,0.014081409403138867,0.01610104230496873,0.000596191816992545,0.0,0.0011278912322165051,0.0
29,china_beijing_renaissance_beijing_capital_hotel,renaissance beijing capital hotel,0,2,100022,19,4.55,0.028108784176846997,0.7846457242582897,0.18717946480511927,0.9665017452006981,0.006011246848943184,0.014266323166846728,0.0071193107842322505,0.007174713980996704,0.0019668134851380924,0.0,0.0007227017735785873,0.0029832999986775773,0.000589924948390013,0.0010295304141821912,7.7367105706421e-05,0.0
30,china_beijing_jw_marriott_hotel_beijing,jw marriott hotel beijing,0,2,100025,46,4.276923077,0.03342400555845059,0.8096462567309363,0.15688448844884492,0.9197981066527705,0.013342452666319263,0.002377540385617509,0.002069943836488912,0.0015325545712465982,0.002739418678709976,0.002283452029413468,0.0005218080145176142,0.0007830838906950494,5.365514617827977e-05,3.222787679631976e-05,0.00019346249845547474,0.00018049660727670398
31,china_beijing_shangri_la_hotel_beijing,shangri la hotel beijing,0,2,100089,49,3.9142857139999996,0.04287007427923958,0.7925893239330227,0.16454060178773755,0.7974258340677326,0.002947471321400272,0.0021328435692544666,0.00034066251453369965,0.0007208221322017413,-0.0056703028687239716,0.0,0.00039694214244936264,0.0005954571258320524,5.802547440421156e-06,2.4739193309548607e-05,0.00029907442241770826,0.0
32,china_beijing_crowne_plaza_hotel_beijing,crowne plaza hotel beijing,0,2,100006,148,4.340186916,0.03715884564506024,0.7924959270347421,0.17033823017475452,0.9006633885678481,0.0028905289052890528,0.0008941957344101744,0.0005523451460929703,0.0010438859105572189,-0.00035716772262062244,-0.00011046902921859409,3.523522605815321e-05,6.134928110048744e-05,5.0500901073847155e-06,1.5113720641659022e-05,2.015952526232696e-05,6.189701135148124e-06
33,china_beijing_the_westin_beijing_financial_street,the westin beijing financial street,0,2,100032,88,4.320481928,0.03714217644510757,0.8106317081388075,0.15229758867979015,0.8306868797227703,0.003972875990010321,0.003095303032733846,0.0005882573144449257,0.00038718026878011475,-0.0011208975737059675,0.0008240950195996642,0.00011385954899254035,0.0001390580115834162,6.334667386794587e-06,6.817486569412388e-06,0.00011052295415019993,3.063131577350684e-05
34,china_beijing_hilton_beijing,hilton beijing,0,2,100027,66,4.28627451,0.023876537585421412,0.79371708428246,0.1822438496583143,0.9290560364464692,0.005456920809326008,0.004746750636473268,0.0017737505024788959,0.001939568538121399,-0.003390057617580062,0.002073562910357765,0.00021612992177281795,0.000453406296108818,4.4429251191401715e-05,0.00016176118455765048,0.0002029080432514372,0.0001705328515221522
35,china_beijing_crowne_plaza_hotel_zhongguancun,crowne plaza hotel zhongguancun,0,2,100086,8,4.514285714,0.017519434628975265,0.7900481850305172,0.19179216190170253,0.9855598458079022,0.07263090266623837,-0.05043366527465468,0.06402184388050113,0.0,-0.06177320912303245,0.006360424028268551,0.036167830437398726,0.03920378248619899,0.036889168444733327,0.0,0.03722259915595967,0.0003640949443743834
36,china_beijing_the_emperor,the emperor,0,2,100006,16,4.271428571,0.05454072468256427,0.7918742644781666,0.1537206565500155,0.6206397956023537,0.01698152162692268,0.004473349162107291,0.003716320842366058,0.0,0.0,0.007019717146691442,0.0010895189984344183,0.0027156301967940317,0.00023478769025787416,0.0,0.0,0.0008376992899324152
37,china_beijing_shangri_la_kerry_centre_hotel,shangri la kerry centre hotel,0,2,100020,55,4.077777778,0.04073883874115639,0.7963056843132474,0.16292949499878015,0.7683829226640644,0.005887186862007421,0.005643224920070364,0.0011919894882363264,0.0,-0.0030345441549714733,0.0004622436794596885,0.00021908601967875167,0.00022356444517820183,2.743441148449254e-05,0.0,7.15921947032035e-05,1.1965476275224153e-05
38,china_beijing_sunworld_hotel_beijing,sunworld hotel beijing,0,2,100006,31,4.344444444,0.04215093885411651,0.8203216177178623,0.1373858931150698,0.9616707631198845,0.017679199311361082,-0.0020681052216921262,0.0,0.00921711092630688,-0.005186676587735807,0.0,0.0011399768945563678,0.002273326156006275,0.0,0.0008908616138902243,0.0012026874331015382,0.0
39,china_beijing_jade_garden_hotel,jade garden hotel,0,2,100006,13,4.15,0.05245296610169491,0.7881279661016949,0.1595792372881356,0.6340380084745765,0.047966101694915254,0.005706214689265538,0.0032203389830508474,0.004887005649717514,-0.003248587570621468,0.0,0.0028324523604328264,0.0038379265217530073,0.00014518816432059755,0.0002212215519167545,0.002231678317214083,0.0
40,china_beijing_grand_hotel_beijing,grand hotel beijing,0,2,100006,37,4.3,0.05459059668853483,0.773232583567635,0.17203311465167134,0.8201793814432989,0.008963545046019273,0.00012816507661868494,0.002174801143873309,0.0058435264620831625,-0.005118592747458727,0.0,0.00038206737974182776,0.0005737510147933042,5.778187024085352e-05,0.00027985275644053974,0.00022738373127488733,0.0
41,china_beijing_the_westin_beijing_chaoyang,the westin beijing chaoyang,0,2,100027,27,4.141666667,0.046450375939849624,0.8133863157894736,0.1401027067669173,0.8645177894736841,0.012118226600985221,0.016168006222452683,0.0005340938553279751,0.002084521648949961,-0.00838475499092559,0.0,0.0006390997206389775,0.001354184456250279,7.9871748963748e-06,0.00041305970262123714,0.00042772056691754853,0.0
42,china_beijing_orange_hotel_beijing_asia_games_village,orange hotel beijing asia games village,0,2,100029,4,4.35,0.02219308943089431,0.8419634146341464,0.13565447154471547,0.958330081300813,0.16666666666666666,0.010501355013550135,0.0,0.0,0.0,0.018970189701897018,0.014956099764249673,0.013357922789932508,0.0,0.0,0.0,0.001799340486629798
43,china_beijing_holiday_inn_express_beijing_temple_of_heaven,holiday inn express beijing temple of heaven,0,2,100050,31,4.037037037,0.03920917120841946,0.7866525089268933,0.1740669047171584,0.9524749483179854,0.011389975682401918,0.00961313947594722,0.0046129401513727766,-0.0009225880302745553,0.0032404480816433452,0.001970465793055532,0.0003052302409658298,0.0010884568173974783,0.00024188466219953988,2.7237397555388275e-05,0.0003052389978451879,0.00012424753413126295
44,china_beijing_marco_polo_parkside_hotel,marco polo parkside hotel,0,2,100101,14,4.3571428569999995,0.04146701974000963,0.7880467019740011,0.170260953298026,0.7136363023591717,0.024945835339431875,0.02804525758305248,0.0,0.0,0.005476649012999518,0.010532017332691383,0.0022722678893764827,0.0010991285438401977,0.0,0.0,0.00021832982763508624,0.0016638508364416758
45,china_beijing_xinhai_jinjiang_hotel,xinhai jinjiang hotel,0,2,100006,15,4.228571429,0.038786661885980636,0.7512316242380781,0.20993761204732878,0.9762955898171388,0.012696939657899734,0.002003669879568894,0.010714361040221039,0.0,0.004239343639929977,0.0,0.003703336085182583,0.002181982301739539,0.0009101213359037577,0.0,0.0011810234769508263,0.0
46,china_beijing_aloft_beijing_haidian,aloft beijing haidian,0,2,100097,6,4.033333333,0.03426806670784435,0.8199752933909821,0.1459147621988882,0.9435931439159975,0.11365040148239655,0.012739345274861027,0.0,0.0,0.031114885731933294,0.0,0.010279891239034918,0.015288925165222587,0.0,0.0,0.006776952798778862,0.0
47,china_beijing_novotel_peace_hotel,novotel peace hotel,0,2,100006,142,3.925663717,0.05179128829826506,0.7959597637504615,0.15226489479512742,0.7175001993355485,0.002694977646528034,0.0012232886263894016,0.00033863459251056154,0.0007131577868011976,-0.0008115950945408309,0.0003399163282884213,4.82913281413274e-05,7.693618034038314e-05,5.189725545842318e-06,1.027640110702034e-05,4.3981147181911676e-05,1.1312978960388114e-05
48,china_beijing_the_aman_at_summer_palace,the aman at summer palace,0,2,100091,4,4.72,0.013422573984858913,0.812965588437715,0.17340261527873366,0.982387680660702,0.042211516402844686,-0.025235145675613673,0.0,0.0,0.0,0.0,0.00890906058513813,0.03347823714068837,0.0,0.0,0.0,0.0
49,china_beijing_ascott_beijing,ascott beijing,0,2,100022,27,4.175,0.03469665497707041,0.83841637442676,0.126840571891017,0.7677315214459132,0.01953433857659786,0.00040463987051524164,0.0015162367561835483,0.0012418258095122927,0.00088834730193576,0.0,0.0007771843123092616,0.0011610845291533964,6.437126922245623e-05,4.3179677552784096e-05,0.00026096663486613835,0.0
50,china_beijing_prime_hotel,prime hotel,0,2,100006,75,4.194285713999999,0.048403096069206245,0.7893437547427529,0.16226574594020338,0.8264983912581576,0.004952173338878454,0.004070144455635426,0.000248347797293009,0.0009786085821903094,0.00024046374023608817,0.00040602893843142747,0.00011186282249095502,0.000206688158180269,4.687423759942e-06,1.2233448139103652e-05,9.589982056513166e-05,1.2529321912125138e-05
51,china_beijing_beijing_jade_international_youth_hostel,beijing jade international youth hostel,0,2,100006,14,4.323076923,0.029466243508366994,0.8081601269474898,0.1624019042123485,0.9678645701096364,0.05205929024812463,-0.010242354298903635,0.002722879399884593,0.0,-0.010332515868436237,0.0,0.004940385448565722,0.004803109191289949,0.00011121108339473822,0.0,0.0030353411995773637,0.0
52,china_beijing_courtyard_by_marriott_beijing_northeast,courtyard by marriott beijing northeast,0,2,100102,11,4.266666667,0.03225522772844457,0.8305668862790031,0.1371778859925523,0.9515119736465195,0.038825110724280014,-0.010113919308992355,0.0,0.012647907806888042,-0.026177202917391975,-0.011171584073331424,0.003514852078381076,0.0073493636368568,0.0,0.001490820120267534,0.00266863345463987,0.0014976514884901479
53,china_beijing_bohao_radegast_hotel_beijing,bohao radegast hotel beijing,0,2,100026,10,4.454545455,0.04850985147014247,0.8202512882691725,0.13127917550772958,0.6740764474083055,0.0346822269374558,-0.04807012225927049,0.013615236940487017,0.0,-0.03829443265636051,0.006946549459432151,0.006641956534440742,0.010077586015825585,0.0014258021356457317,0.0,0.007988500612589352,0.0005308000433157082
54,china_beijing_grand_mercure_hotel_xidan,grand mercure hotel xidan,0,2,100031,98,3.86031746,0.043274748040313546,0.8033357782754759,0.15340453527435613,0.894493701007839,0.004699888017917133,0.0032625979843225084,0.000396976483762598,0.0015795072788353864,-0.000513437849944009,0.0002553191489361702,0.00012716134950322845,0.00017730349244904692,4.0391178307327514e-05,5.401726599443972e-05,4.533268303051356e-05,2.563757682309464e-06
55,china_beijing_empark_grand_hotel,empark grand hotel,0,2,100097,4,4.45,0.020414473684210527,0.8488366228070175,0.13112280701754384,0.9359816885964911,0.09539473684210527,-0.00036549707602339293,0.0,0.0,-0.04605263157894737,0.0,0.020765203395916698,0.03741161810471599,0.0,0.0,0.022767021262952696,0.0
56,china_beijing_days_inn_forbidden_city_beijing,days inn forbidden city beijing,0,2,10006,112,4.09,0.045639790575916224,0.8038060209424087,0.15052722513089006,0.8385428883071553,0.004291433207801353,-0.002076635742934999,0.00032186705857138487,0.0008484890236061358,-7.501301246134536e-05,0.0004952389700254126,7.124406501627962e-05,0.00011438681956216058,1.8271477571356805e-06,1.6421706584414406e-05,2.810692013848412e-05,8.784011952232965e-06
57,china_beijing_jianguo_hotel_qianmen_beijing,jianguo hotel qianmen beijing,0,2,100050,26,3.926315789,0.04724786324786325,0.7585729085729086,0.19414633514633517,0.9629849002849002,0.02798127798127798,0.00740925740925741,0.0004717504717504718,0.0013967513967513968,-0.003459503459503459,0.0,0.0010497310211484928,0.0014717185856231996,6.0088097051134015e-06,5.2674690536828386e-05,0.0006934043360579784,0.0
58,china_beijing_crowne_plaza_park_view_wuzhou,crowne plaza park view wuzhou,0,2,100101,27,3.942857143,0.0317729014948256,0.8029474894595632,0.16511901111536986,0.8890574549635877,0.02390927954956979,0.005128137349493134,0.004698589762228889,0.0033835133027583565,-0.007513778564914553,0.0,0.0007520271871857565,0.001148476927808011,0.00015030839986786187,0.00016492508770136292,0.00086029168007457,0.0
59,china_beijing_beijing_hotel,beijing hotel,0,2,100004,32,3.2476190480000002,0.06128804686526237,0.8167578212638665,0.12199800573351614,0.5996994017200549,0.01121408304066984,-0.003790572691746523,0.00012830758627768696,0.002426846346166536,0.003233351174197711,0.001308737380032407,0.0010767021633982926,0.0005655642112340322,5.432736109814007e-07,8.764443339376538e-05,0.0002322563024516591,5.6522186486504914e-05
60,china_beijing_doubletree_by_hilton_beijing,doubletree by hilton beijing,0,2,100055,26,4.430769231,0.047154417513682566,0.7854003127443315,0.1675711493354183,0.6316940774042221,0.01359181280017871,0.009745336758628393,0.01126019211437507,0.0,0.00503322908522283,0.002527085892996761,0.0008132270728865185,0.0016730764893085196,0.0005668129117577154,0.0,0.0003526845371236307,0.00017242640398574727
61,china_beijing_kempinski_hotel_beijing_lufthansa_center,kempinski hotel beijing lufthansa center,0,2,100125,27,3.875,0.053304207119741105,0.8107933117583601,0.1355137001078749,0.31836824163969785,0.01903805378863966,-0.012543242941635979,0.0009150764423613436,0.001859911468214113,-0.003771900457538221,0.0,0.003338131881398285,0.0037528486211850097,2.344621707021143e-05,4.7627902758943944e-05,0.00024673820906104786,0.0
62,china_beijing_capital_hotel_beijing,capital hotel beijing,0,2,100006,80,3.927272727,0.04493756463288524,0.800673474663909,0.15447834798345403,0.7967284449327822,0.0065342270537493375,0.0022487514818271244,0.0007133263550836129,0.00034681060357656315,-0.0016158221302998964,0.0005005107574343582,0.0001036350796909864,0.00018241829154700532,1.2417956518437102e-05,2.776908968863121e-06,7.744296346357949e-05,7.904659058890566e-06
63,china_beijing_holiday_inn_temple_of_heaven,holiday inn temple of heaven,0,2,100075,34,4.022222222,0.030235592265815646,0.7682945372629998,0.2014186221137601,0.8830544771916652,0.014543311849487935,0.008317168304027699,0.0008447531443589262,0.0,0.00320171870763198,0.0,0.00046217021759533176,0.0010963969659304818,2.497627562165025e-05,0.0,0.00033961850653090687,0.0
64,china_beijing_jian_guo_hotel,jian guo hotel,0,2,100021,28,4.273684211,0.028993893678160916,0.8070346623563217,0.1637641882183908,0.9553908225574713,0.011841475095785441,0.010967432950191572,0.0017899904214559387,0.005369971264367816,-0.0055256226053639855,0.0017899904214559387,0.0006517489903076876,0.0011648668476864695,9.291790555821632e-05,0.0002046049392464328,0.0003599666990194836,9.291790555821632e-05
65,china_beijing_hotel_cote_cour_beijing,hotel cote cour beijing,0,2,100010,30,4.585185185,0.03190863426554439,0.7893070866141733,0.17853909856095576,0.9592748167254955,0.01860745316318219,0.0002969725767037719,0.002057595710019006,0.0007678862340483302,0.0007890985609557426,0.006949158294868314,0.0007797599967413074,0.001318064116601628,8.136031397750222e-05,1.8279127321668734e-05,0.000559524438107289,0.0005567598665852802
66,china_beijing_renaissance_beijing_hotel,renaissance beijing hotel,0,2,100027,31,4.3,0.033435313599668816,0.7965918029393503,0.1699275512316291,0.8977072862761334,0.020423652797902436,0.012846327066985316,0.0035314854192933266,0.0019319671565583387,0.003732209279714972,0.0020950552931509256,0.0017372462802153178,0.0017992149231478465,0.0002004640209587417,7.169216299119382e-05,0.00021936509917612403,0.00014045621380351074
67,china_beijing_yi_hai_business_hotel,yi hai business hotel,0,2,100081,0,4.4,0.006999999999999999,0.853,0.14,0.9933,0.5,-0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
68,china_beijing_marriott_executive_apartments_sandalwood,marriott executive apartments sandalwood,0,2,100123,1,4.6,0.03260884955752212,0.8584230088495576,0.10896814159292037,0.9354886725663717,0.0,0.0017699115044247926,0.0,0.0,-0.1657817109144543,0.0,0.0,0.1666682329600334,0.0,0.0,0.054967151347447375,0.0
69,china_beijing_swissotel_beijing,swissotel beijing,0,2,100027,47,3.875675676,0.05266966784280326,0.7974958024090524,0.14987662732692544,0.5168513687796571,0.004618467413732738,0.005048034544149817,0.0020758272891831025,0.002110589947135929,-0.00407964621546392,-0.0009038291067735039,0.0005883186717063706,0.0007101853514094558,5.353001485851232e-05,4.495257710619036e-05,0.00019434780869651892,3.921153860404752e-05
70,china_beijing_traders_upper_east_hotel,traders upper east hotel,0,2,100016,3,4.45,0.009487935656836461,0.885470509383378,0.10504155495978552,0.9478853887399463,0.08927613941018767,0.0,0.0,0.0,-0.022788203753351208,0.0,0.016729510023072113,0.0,0.0,0.0,0.0020772089212170008,0.0
71,china_beijing_harmony_hotel,harmony hotel,0,2,100005,69,3.837037037,0.039423121209795034,0.8061795501650418,0.15445021877638748,0.8600840101328012,0.009138117258089103,0.0013417420157700636,0.0003243534284697978,0.0010973957663228161,-0.0008757542568684541,0.000510316060792482,0.00035314718167060873,0.00039906416426971006,3.996250222575902e-06,1.2941170521644268e-05,0.0002612727124909806,1.1141786114830873e-05
