doc_id,hotel_name,city,country,zip,num_reviews,overall_ratingsource
china_beijing_swissotel_beijing,swissotel beijing,beijing,China,100027,48,3.875675676
china_beijing_traders_upper_east_hotel,traders upper east hotel,beijing,China,100016,4,4.45
china_beijing_harmony_hotel,harmony hotel,beijing,China,100005,70,3.837037037
china_beijing_citytel_inn,citytel inn,beijing,China,100006,-1,-1
china_beijing_mercure_wanshang_beijing,mercure wanshang beijing,beijing,China,100043,13,4.276923077
china_beijing_shatan_hotel,shatan hotel,beijing,China,100009,76,3.984375
china_beijing_yoyo_hotel,yoyo hotel,beijing,China,100027,2,4.6
china_beijing_hotel_kunlun,hotel kunlun,beijing,China,100004,18,3.846153846
china_beijing_howard_johnson_paragon,howard johnson paragon,beijing,China,100005,47,3.843243243
china_beijing_ao_xiang_ge_hotel,ao xiang ge hotel,beijing,China,100037,1,4
china_beijing_happy_dragon_hostel,happy dragon hostel,beijing,China,100010,4,4.1
china_beijing_7_days_inn_beijing_gucheng,7 days inn beijing gucheng,beijing,China,100043,-1,-1
china_beijing_luxury_serviced_residence,luxury serviced residence,beijing,China,100022,12,4.418181818
china_beijing_beijing_guangming_hotel,beijing guangming hotel,beijing,China,100016,2,4.6
china_beijing_jinjiang_inn_beijing_yuquan_road,jinjiang inn beijing yuquan road,beijing,China,100039,-1,-1
china_beijing_beijing_century_towers,beijing century towers,beijing,China,100022,2,4.6
china_beijing_autumn_garden_courtyard_hotel,autumn garden courtyard hotel,beijing,China,100051,7,4.32
china_beijing_xixi_friendship_hotel,xixi friendship hotel,beijing,China,100032,7,4.12
china_beijing_the_apartment_on_financial_street,the apartment on financial street,beijing,China,100032,-1,-1
china_beijing_lee_garden_service_apartment_beijing,lee garden service apartment beijing,beijing,China,100006,13,4.3
china_beijing_fengshan_hotspring,fengshan hotspring,beijing,China,102200,-1,-1
china_beijing_hwa_apartment_hotel,hwa apartment hotel,beijing,China,100032,20,4.066666667
china_beijing_yunheyuan_hotel,yunheyuan hotel,beijing,China,101101,-1,-1
china_beijing_hanting_hotel_beijing_dongdan,hanting hotel beijing dongdan,beijing,China,100005,-1,-1
china_beijing_marriott_beijing_hotel_west,marriott beijing hotel west,beijing,China,100037,24,3.964705882
china_beijing_soluxe_sunshine_courtyard_hotel,soluxe sunshine courtyard hotel,beijing,China,100009,4,4.2
china_beijing_palm_springs_beijing_marriott_executive_apartments,palm springs beijing marriott executive apartments,beijing,China,100026,25,4
china_beijing_shindom_inn_beijing_taoranting,shindom inn beijing taoranting,beijing,China,100052,1,4.8
china_beijing_home_inn_beijing_xuanwumen,home inn beijing xuanwumen,beijing,China,100052,-1,-1
china_beijing_auspicious_business_hotel,auspicious business hotel,beijing,China,102200,1,3.8
china_beijing_somerset_zhongguancun,somerset zhongguancun,beijing,China,100080,4,3.35
china_beijing_jinjiang_inn_beijing_west_railway_station,jinjiang inn beijing west railway station,beijing,China,100038,-1,-1
china_beijing_loong_palace_hotel_resort,loong palace hotel resort,beijing,China,102208,26,4.177777778
china_beijing_guangzhou_hotel,guangzhou hotel,beijing,China,100031,12,2.88
china_beijing_zhonggong_plaza,zhonggong plaza,beijing,China,100037,-1,-1
china_beijing_commune_by_the_great_wall_kempinski,commune by the great wall kempinski,beijing,China,100020,43,3.848648649
china_beijing_yinxing_hotel,yinxing hotel,beijing,China,100043,-1,-1
china_beijing_park_hyatt_beijing,park hyatt beijing,beijing,China,100022,19,4.244444444
china_beijing_beijing_tailong_plaza_hotel,beijing tailong plaza hotel,beijing,China,100050,-1,-1
china_beijing_ocean_hotel,ocean hotel,beijing,China,100005,2,4
china_beijing_jinjiang_inn_beijing_madianqiao,jinjiang inn beijing madianqiao,beijing,China,100011,-1,-1
china_beijing_tianlun_dynasty_hotel,tianlun dynasty hotel,beijing,China,100006,38,4.293333333
china_beijing_nikko_new_century_beijing_hotel,nikko new century beijing hotel,beijing,China,100044,40,3.427586207
china_beijing_xiang_da_international_hotel,xiang da international hotel,beijing,China,100053,-1,-1
china_beijing_super_8_beijingtongzhou_xinhua_street,super 8 beijingtongzhou xinhua street,beijing,China,101100,-1,-1
china_beijing_ruicheng_hotel,ruicheng hotel,beijing,China,100036,-1,-1
china_beijing_vienna_hotel_beijing_huayuan,vienna hotel beijing huayuan,beijing,China,-1,-1,-1
china_beijing_yuyang_hotel,yuyang hotel,beijing,China,100027,1,3.6
china_beijing_home_inn_beijing_beiwei_road,home inn beijing beiwei road,beijing,China,100050,1,3.8
china_beijing_hua_thai_hotel,hua thai hotel,beijing,China,100021,-1,-1
china_beijing_crowne_plaza_sun_palace_beijing,crowne plaza sun palace beijing,beijing,China,100028,16,4.271428571
china_beijing_gehua_new_century_hotel,gehua new century hotel,beijing,China,100011,3,4.4
china_beijing_ruyi_business_hotel_beijing,ruyi business hotel beijing,beijing,China,100089,-1,-1
china_beijing_beijing_kuntai_hotel,beijing kuntai hotel,beijing,China,102208,1,3.6
china_beijing_beijing_friendship_hotel_grand_building,beijing friendship hotel grand building,beijing,China,100873,40,3.711111111
china_beijing_oakwood_residence_beijing,oakwood residence beijing,beijing,China,100020,7,4.314285714
china_beijing_holiday_inn_beijing_lido,holiday inn beijing lido,beijing,China,100004,32,3.691666667
china_beijing_7_days_inn_beijing_olympic_village_second,7 days inn beijing olympic village second,beijing,China,-1,-1,-1
china_beijing_grand_view_garden_hotel,grand view garden hotel,beijing,China,100054,27,3
china_beijing_shindom_inn_beijing_guangming_bridge,shindom inn beijing guangming bridge,beijing,China,100021,-1,-1
china_beijing_jinjiang_inn_beijing_xizhimen,jinjiang inn beijing xizhimen,beijing,China,100032,-1,-1
china_beijing_xi_jiao_hotel_beijing,xi jiao hotel beijing,beijing,China,100083,8,3.514285714
china_beijing_xiyuan_hotel,xiyuan hotel,beijing,China,100044,18,3.3
china_beijing_jing_an_shengtang_hotel_beijing_huangchenggen,jing an shengtang hotel beijing huangchenggen,beijing,China,100034,-1,-1
china_beijing_huadu_hotel,huadu hotel,beijing,China,100027,9,4
china_beijing_holiday_inn_express_beijing_minzuyuan,holiday inn express beijing minzuyuan,beijing,China,100101,12,4.066666667
china_beijing_hotel_ibis_beijing_sanyuan,hotel ibis beijing sanyuan,beijing,China,100028,10,3.666666667
china_beijing_hollyear_hotel_beijing,hollyear hotel beijing,beijing,China,100021,2,3.3
china_beijing_home_inn_beijing_liuliqiao,home inn beijing liuliqiao,beijing,China,100073,-1,-1
china_beijing_orange_hotel_beijing_tianningsi,orange hotel beijing tianningsi,beijing,China,100055,-1,-1
china_beijing_jinqiao_international_apartment_hotel,jinqiao international apartment hotel,beijing,China,100026,2,4
china_beijing_joy_inn_beijing_hongmiao,joy inn beijing hongmiao,beijing,China,100025,-1,-1
china_beijing_beijing_fragrant_hill_villa,beijing fragrant hill villa,beijing,China,100093,-1,-1
china_beijing_tiantan_hotel,tiantan hotel,beijing,China,100061,5,3.666666667
china_beijing_jinjiang_inn_beijing_jiuxianqiao,jinjiang inn beijing jiuxianqiao,beijing,China,100016,-1,-1
china_beijing_hanting_express_beijing_wukesong,hanting express beijing wukesong,beijing,China,100039,-1,-1
china_beijing_shindom_inn_beijing_chongwenmen,shindom inn beijing chongwenmen,beijing,China,100005,-1,-1
china_beijing_oriental_bay_international_hotel,oriental bay international hotel,beijing,China,100011,16,3.971428571
china_beijing_jili_plaza,jili plaza,beijing,China,100020,-1,-1
china_beijing_hanting_express_beijing_changhongqiao,hanting express beijing changhongqiao,beijing,China,100026,-1,-1
china_beijing_beijing_dabao_hotel,beijing dabao hotel,beijing,China,100061,-1,-1
china_beijing_hejia_hotel_beijing_baiyun_bridge,hejia hotel beijing baiyun bridge,beijing,China,100054,-1,-1
china_beijing_motel_268_beijing_wangfujing,motel 268 beijing wangfujing,beijing,China,100006,7,4.16
china_beijing_jingguang_center_apartment_hotel,jingguang center apartment hotel,beijing,China,100020,-1,-1
china_beijing_orange_hotel_beijing_wangjing,orange hotel beijing wangjing,beijing,China,100102,1,4.8
china_beijing_a_house_apartment_hotel_bird_s_nest,a house apartment hotel bird s nest,beijing,China,100029,-1,-1
china_beijing_green_tree_inn_beijing_chaoyang_north_road,green tree inn beijing chaoyang north road,beijing,China,100025,-1,-1
china_beijing_yuanchenxin_international_hotel,yuanchenxin international hotel,beijing,China,100029,-1,-1
china_beijing_xinyuan_inn,xinyuan inn,beijing,China,100053,2,4.1
china_beijing_holiday_inn_downtown_beijing,holiday inn downtown beijing,beijing,China,100037,34,3.696
china_beijing_365_inn_beijing_qianmen,365 inn beijing qianmen,beijing,China,100051,1,4.4
china_beijing_shindom_inn_headquarter,shindom inn headquarter,beijing,China,100035,-1,-1
china_beijing_jiang_shan_yi_yuan_hotel,jiang shan yi yuan hotel,beijing,China,100069,1,4.6
china_beijing_jingmeng_plaza,jingmeng plaza,beijing,China,100073,-1,-1
china_beijing_oriental_culture_hotel,oriental culture hotel,beijing,China,100007,13,3.890909091
china_beijing_beijing_longdinghua_hotel,beijing longdinghua hotel,beijing,China,100021,-1,-1
china_beijing_7_days_inn_beijing_liujiayao,7 days inn beijing liujiayao,beijing,China,100078,-1,-1
china_beijing_golden_inn_beijing_jingsong,golden inn beijing jingsong,beijing,China,100021,-1,-1
china_beijing_traders_hotel,traders hotel,beijing,China,100004,39,3.808333333
china_beijing_wangfujing_grand_hotel,wangfujing grand hotel,beijing,China,100006,61,3.6625
china_beijing_tianxin_education_hotel,tianxin education hotel,beijing,China,100052,-1,-1
china_beijing_huanghe_jingdu_hotel,huanghe jingdu hotel,beijing,China,100061,-1,-1
china_beijing_class_fotel_hotel,class fotel hotel,beijing,China,100027,-1,-1
china_beijing_tianrui_beijing,tianrui beijing,beijing,China,100006,7,4.55
china_beijing_home_inn_beijing_guomao,home inn beijing guomao,beijing,China,100022,-1,-1
china_beijing_gloria_plaza_hotel_beijing,gloria plaza hotel beijing,beijing,China,100022,30,3.463157895
china_beijing_guomen_business_hotel,guomen business hotel,beijing,China,101312,1,5
china_beijing_hanting_hotel_beijing_xuanwumen,hanting hotel beijing xuanwumen,beijing,China,100052,-1,-1
china_beijing_qianyuan_international_business_hotel,qianyuan international business hotel,beijing,China,100007,6,3.8
china_beijing_yong_an_hotel,yong an hotel,beijing,China,100125,2,3.6
china_beijing_beijing_far_east_international_youth_hostel,beijing far east international youth hostel,beijing,China,100050,33,3.675862069
china_beijing_orange_hotel_beijing_zhongguancun,orange hotel beijing zhongguancun,beijing,China,10083,-1,-1
china_beijing_hanting_hotel_beijing_dongzhimen,hanting hotel beijing dongzhimen,beijing,China,100027,-1,-1
china_beijing_dahua_jinwan_hotel,dahua jinwan hotel,beijing,China,100086,-1,-1
china_beijing_crab_island_natural_resort,crab island natural resort,beijing,China,100018,-1,-1
china_beijing_new_world_hotel_jing_guang,new world hotel jing guang,beijing,China,100020,26,3.32
china_beijing_colour_inn_beijing_jinsheng_hongda_trading,colour inn beijing jinsheng hongda trading,beijing,China,100013,-1,-1
china_beijing_zhong_an_inn_zhong_an_hotel,zhong an inn zhong an hotel,beijing,China,100005,40,3.629411765
china_beijing_kuntai_royal_hotel,kuntai royal hotel,beijing,China,100020,15,4.233333333
china_beijing_plaza_hotel_beijing,plaza hotel beijing,beijing,China,100021,17,3.815384615
china_beijing_home_inn_beijing_guang_anmen,home inn beijing guang anmen,beijing,China,100055,-1,-1
china_beijing_7_days_inn_beijing_huawei,7 days inn beijing huawei,beijing,China,100021,-1,-1
china_beijing_courtyard_by_marriott,courtyard by marriott,beijing,China,100062,92,3.546031746
china_beijing_crowne_plaza_international_airport_hotel_beijing,crowne plaza international airport hotel beijing,beijing,China,101312,21,3.85
china_beijing_b_b_inn_beijing_shaoyaoju,b b inn beijing shaoyaoju,beijing,China,100029,-1,-1
china_beijing_peixin_hotel_beijing,peixin hotel beijing,beijing,China,100061,6,4.2
china_beijing_home_inn_beijing_international_exhibition_center_san_yuan_bridge,home inn beijing international exhibition center san yuan bridge,beijing,China,100028,-1,-1
china_beijing_china_people_s_palace,china people s palace,beijing,China,100045,2,4.5
china_beijing_beijing_dong_fang_hotel,beijing dong fang hotel,beijing,China,100050,20,3.514285714
china_beijing_hanting_express_beijing_bird_s_nest_olympic_stadium,hanting express beijing bird s nest olympic stadium,beijing,China,100101,-1,-1
china_beijing_liangma_tianyang_hotel,liangma tianyang hotel,beijing,China,100054,-1,-1
china_beijing_joy_city_hotel,joy city hotel,beijing,China,100032,17,3.642857143
china_beijing_green_tree_inn_beijing_national_stadium,green tree inn beijing national stadium,beijing,China,100029,-1,-1
china_beijing_kaide_hotel,kaide hotel,beijing,China,100039,-1,-1
china_beijing_beijing_international_shipping_hotel,beijing international shipping hotel,beijing,China,100037,-1,-1
china_beijing_7_days_inn_beijing_dongsi,7 days inn beijing dongsi,beijing,China,-1,-1,-1
china_beijing_tianzhao_hotel,tianzhao hotel,beijing,China,100020,-1,-1
china_beijing_7_days_inn_beijing_sihui,7 days inn beijing sihui,beijing,China,100022,-1,-1
china_beijing_joy_inn_beijing_xizhimen,joy inn beijing xizhimen,beijing,China,100035,-1,-1
china_beijing_qianmen_hotel,qianmen hotel,beijing,China,100061,-1,-1
china_beijing_oriental_garden_hotel,oriental garden hotel,beijing,China,100027,8,3.628571429
china_beijing_novotel_xinqiao_beijing,novotel xinqiao beijing,beijing,China,100005,133,3.653846154
china_beijing_huanyu_jinghang_airport_hotel,huanyu jinghang airport hotel,beijing,China,101312,1,1
china_beijing_hebei_hotel_beijing,hebei hotel beijing,beijing,China,100009,4,3.15
china_beijing_beijing_coto_modern_hotel_hepingli,beijing coto modern hotel hepingli,beijing,China,100013,-1,-1
china_beijing_city_hotel_beijing,city hotel beijing,beijing,China,100027,5,2.92
china_beijing_jinghai_building,jinghai building,beijing,China,100036,-1,-1
china_beijing_cinderella_apartments,cinderella apartments,beijing,China,100085,4,3.5
china_beijing_jinheng_hotel,jinheng hotel,beijing,China,100043,-1,-1
china_beijing_wendu_shortcut_business_affairs_hotel,wendu shortcut business affairs hotel,beijing,China,100073,-1,-1
china_beijing_7_days_inn_beijing_madianqiao,7 days inn beijing madianqiao,beijing,China,-1,-1,-1
china_beijing_days_inn_joiest_beijing,days inn joiest beijing,beijing,China,100050,13,3.22
china_beijing_beijing_international_hotel,beijing international hotel,beijing,China,100005,49,3.52972973
china_beijing_super_8_beijing_fang_zhuang_shun_xiang,super 8 beijing fang zhuang shun xiang,beijing,China,100078,-1,-1
china_beijing_comfort_suites_beijing_yayuncun,comfort suites beijing yayuncun,beijing,China,100012,2,4.4
china_beijing_jinjiang_inn_beijing_tiantan_park,jinjiang inn beijing tiantan park,beijing,China,100061,1,2.6
china_beijing_jingcheng_138_business_hotel,jingcheng 138 business hotel,beijing,China,100021,-1,-1
china_beijing_grand_millennium_beijing,grand millennium beijing,beijing,China,100020,14,3.942857143
china_beijing_super_8_beijing_bird_s_nest,super 8 beijing bird s nest,beijing,China,100101,-1,-1
china_beijing_dingsheng_garden_hotel,dingsheng garden hotel,beijing,China,100071,-1,-1
china_beijing_fujian_hotel,fujian hotel,beijing,China,100029,5,4.45
china_beijing_green_tree_inn_beijing_tangren_street_one_liuli_bridge,green tree inn beijing tangren street one liuli bridge,beijing,China,100073,-1,-1
china_beijing_home_inn_beijing_anzhen,home inn beijing anzhen,beijing,China,100029,-1,-1
china_beijing_golden_inn_beijing_sijiqing,golden inn beijing sijiqing,beijing,China,100089,-1,-1
china_beijing_holiday_inn_express_beijing_wangjing,holiday inn express beijing wangjing,beijing,China,100102,5,3.8
china_beijing_beijing_broadcasting_tower_hotel,beijing broadcasting tower hotel,beijing,China,100022,-1,-1
china_beijing_xisi_hotel,xisi hotel,beijing,China,100034,-1,-1
china_beijing_lovetown_travel_hotel_beijing_guomao,lovetown travel hotel beijing guomao,beijing,China,100020,-1,-1
china_beijing_green_tree_inn_beijing_shijin_moutain,green tree inn beijing shijin moutain,beijing,China,100031,-1,-1
china_beijing_tiantian_holiday_hotel,tiantian holiday hotel,beijing,China,100036,-1,-1
china_beijing_7_days_inn_beijing_jingsong,7 days inn beijing jingsong,beijing,China,100021,1,3.6
china_beijing_jialihua_guest_house_beijing_dingfuzhuang,jialihua guest house beijing dingfuzhuang,beijing,China,100024,-1,-1
china_beijing_super_8_beijing_ao_yun_cun,super 8 beijing ao yun cun,beijing,China,100029,-1,-1
china_beijing_harat_austraders_hotel,harat austraders hotel,beijing,China,100101,-1,-1
china_beijing_hanting_hotel_beijing_wangfujing,hanting hotel beijing wangfujing,beijing,China,100006,2,4.5
china_beijing_kandanhong_hotel,kandanhong hotel,beijing,China,100071,-1,-1
china_beijing_holiday_inn_chang_an_west,holiday inn chang an west,beijing,China,100039,13,4.363636364
china_beijing_jinbaili_hotel,jinbaili hotel,beijing,China,100073,-1,-1
china_beijing_home_inn_beijing_yozhuang_tianhua_west_road,home inn beijing yozhuang tianhua west road,beijing,China,100176,-1,-1
china_beijing_zhonguanyuan_global_village_pku,zhonguanyuan global village pku,beijing,China,100089,-1,-1
china_beijing_hanting_express_beijing_zhongguancun_south,hanting express beijing zhongguancun south,beijing,China,100081,-1,-1
china_beijing_guoren_hotel,guoren hotel,beijing,China,100051,-1,-1
china_beijing_home_inn_beijing_cai_shi_kou,home inn beijing cai shi kou,beijing,China,100045,-1,-1
china_beijing_baolinxuan_international_hotel,baolinxuan international hotel,beijing,China,100055,-1,-1
usa_illinois_chicago_the_talbott_hotel,the talbott hotel,chicago,usa,60611,212,4.672131148
usa_illinois_chicago_sofitel_chicago_water_tower,sofitel chicago water tower,chicago,usa,60611,346,4.601328904
usa_illinois_chicago_trump_international_hotel_tower_chicago,trump international hotel tower chicago,chicago,usa,60611,128,4.696296296
usa_illinois_chicago_hampton_inn_majestic_chicago,hampton inn majestic chicago,chicago,usa,60603,141,4.595454545
usa_illinois_chicago_residence_inn_chicago_downtown_river_north,residence inn chicago downtown river north,chicago,usa,60610,82,4.645
usa_illinois_chicago_hotel_monaco_chicago_a_kimpton_hotel,hotel monaco chicago a kimpton hotel,chicago,usa,60601,347,4.517475728
usa_illinois_chicago_park_hyatt_chicago,park hyatt chicago,chicago,usa,60611,152,4.643373494
usa_illinois_chicago_springhill_suites_chicago_downtown_river_north,springhill suites chicago downtown river north,chicago,usa,60610,79,4.559459459
usa_illinois_chicago_homewood_suites_by_hilton_chicago_downtown,homewood suites by hilton chicago downtown,chicago,usa,60611,293,4.560185185
usa_illinois_chicago_affinia_chicago,affinia chicago,chicago,usa,60611,413,4.624334601
usa_illinois_chicago_dana_hotel_spa,dana hotel spa,chicago,usa,60654,115,4.455238095
usa_illinois_chicago_the_peninsula_chicago,the peninsula chicago,chicago,usa,60611,148,4.481012658
usa_illinois_chicago_the_blackstone_a_renaissance_hotel,the blackstone a renaissance hotel,chicago,usa,60605,112,4.466666667
usa_illinois_chicago_james_chicago,james chicago,chicago,usa,60611,262,4.450666667
usa_illinois_chicago_amalfi_hotel_chicago,amalfi hotel chicago,chicago,usa,60610,320,4.452406417
usa_illinois_chicago_four_seasons_hotel_chicago,four seasons hotel chicago,chicago,usa,60611,102,4.565517241
usa_illinois_chicago_hotel_burnham_a_kimpton_hotel,hotel burnham a kimpton hotel,chicago,usa,60602,304,4.534640523
usa_illinois_chicago_conrad_chicago,conrad chicago,chicago,usa,60611,295,4.480412371
usa_illinois_chicago_thewit_hotel,thewit hotel,chicago,usa,60601,63,4.432727273
usa_illinois_chicago_renaissance_chicago_hotel,renaissance chicago hotel,chicago,usa,60601,190,4.43963964
usa_illinois_chicago_the_sutton_place_hotel,the sutton place hotel,chicago,usa,60611,127,4.463736264
usa_illinois_chicago_the_westin_chicago_river_north,the westin chicago river north,chicago,usa,60610,190,4.358558559
usa_illinois_chicago_holiday_inn_chicago_midway_airport,holiday inn chicago midway airport,chicago,usa,60638,8,4.65
usa_illinois_chicago_carlton_inn_midway,carlton inn midway,chicago,usa,60632,28,4.556521739
usa_illinois_chicago_omni_chicago_hotel,omni chicago hotel,chicago,usa,60611,282,4.515025907
usa_illinois_chicago_residence_inn_chicago_downtown,residence inn chicago downtown,chicago,usa,60611,85,4.403389831
usa_illinois_chicago_fairfield_inn_suites_chicago_downtown,fairfield inn suites chicago downtown,chicago,usa,60611,126,4.367088608
usa_illinois_chicago_millennium_knickerbocker_hotel_chicago,millennium knickerbocker hotel chicago,chicago,usa,60611-1527,350,4.098461538
usa_illinois_chicago_the_ritz_carlton_chicago_a_four_seasons_hotel,the ritz carlton chicago a four seasons hotel,chicago,usa,60611-2124,114,4.364102564
usa_illinois_chicago_four_points_by_sheraton_chicago_downtown_magnificent_mile,four points by sheraton chicago downtown magnificent mile,chicago,usa,60611,163,4.364705882
